id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,purpose,member_id,loan_id,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,last_pymnt_d,total_pymnt,out_prncp
1062833,12875,8184.32018, 60 months,17.58,213.28,D,D4,18-Dec,Fully Paid,debt_consolidation,1294709,1062833,3 years,RENT,27600,Verified,18.7,0,21-Feb,11208.86574,0
1062032,4000,4000, 36 months,12.42,133.67,B,B4,18-Dec,Fully Paid,credit_card,1293876,1062032,5 years,MORTGAGE,38000,Not Verified,19.64,0,19-Aug,4300.29,0
1063843,4000,4000, 36 months,16.29,141.21,D,D1,18-Dec,Fully Paid,debt_consolidation,1282549,1063843,4 years,RENT,35000,Not Verified,9.22,0,21-Jul,5053.377225,0
1063828,12000,12000, 36 months,9.91,386.7,B,B1,18-Dec,Fully Paid,credit_card,1296397,1063828,10+ years,OWN,33000,Not Verified,18.8,0,21-Jul,13871.41876,0
1064006,2625,2625, 36 months,11.71,86.83,B,B3,18-Dec,Fully Paid,medical,1296581,1064006,10+ years,MORTGAGE,52800,Not Verified,14.52,0,15-Jan,3124.737614,0
1063729,18000,17387.67974, 60 months,13.49,414.09,C,C1,18-Dec,Current,debt_consolidation,1296299,1063729,10+ years,MORTGAGE,40900,Verified,13.7,0,15-Dec,19847.2,4641.04
1062625,7000,7000, 36 months,9.91,225.58,B,B1,18-Dec,Fully Paid,debt_consolidation,1294499,1062625,10+ years,RENT,73882,Not Verified,11.45,0,21-Dec,8118.350531,0
1062070,11300,11300, 36 months,12.69,379.06,B,B5,18-Dec,Fully Paid,credit_card,1294119,1062070,7 years,MORTGAGE,36000,Not Verified,16.33,0,20-Mar,12787.19,0
1063964,4000,4000, 36 months,9.91,128.9,B,B1,18-Dec,Fully Paid,debt_consolidation,1296535,1063964,10+ years,MORTGAGE,130000,Source Verified,10.05,0,21-Sep,4634.246725,0
1063804,8000,8000, 36 months,6.03,243.49,A,A1,18-Dec,Fully Paid,debt_consolidation,1296372,1063804,10+ years,MORTGAGE,57200,Not Verified,4.72,0,20-Apr,8517.87,0
1063751,14400,14400, 36 months,18.25,522.41,D,D5,18-Dec,Charged Off,debt_consolidation,1296522,1063751,5 years,RENT,51871,Verified,7.82,0,20-Feb,7869.17,0
1063982,4375,4375, 36 months,12.42,146.2,B,B4,18-Dec,Fully Paid,debt_consolidation,1296554,1063982,2 years,OWN,15000,Verified,13.92,0,21-Dec,5261.081491,0
1063972,4100,4100, 36 months,7.51,127.56,A,A3,18-Dec,Fully Paid,credit_card,1296543,1063972,9 years,MORTGAGE,70197,Not Verified,6.58,0,21-Aug,4582.7503,0
1063785,6000,6000, 36 months,8.9,190.52,A,A5,18-Dec,Fully Paid,other,1296352,1063785,7 years,RENT,47000,Verified,14.43,0,21-Dec,6857.055601,0
1063788,4200,4200, 60 months,17.27,105,D,D3,18-Dec,Charged Off,debt_consolidation,1296355,1063788,9 years,RENT,43000,Source Verified,10.13,0,15-Apr,4200,0
1063485,4000,4000, 36 months,6.62,122.82,A,A2,18-Dec,Fully Paid,home_improvement,1296051,1063485,6 years,MORTGAGE,120000,Source Verified,3.89,0,19-Aug,4152.93,0
1063781,3000,3000, 36 months,10.65,97.72,B,B2,18-Dec,Charged Off,other,1296348,1063781,10+ years,MORTGAGE,86004,Not Verified,13.37,0,20-Sep,2236.73,0
1057766,5400,5400, 36 months,12.69,181.15,B,B5,18-Dec,Fully Paid,car,1289131,1057766,10+ years,MORTGAGE,75000,Not Verified,8.8,0,20-Aug,6273.69,0
1063778,15000,15000, 36 months,16.29,529.51,D,D1,18-Dec,Charged Off,small_business,1296342,1063778,1 year,RENT,110000,Verified,21.99,2,19-Feb,1873.45,0
1062818,20000,19523.42192, 60 months,18.64,514.86,E,E1,18-Dec,Fully Paid,debt_consolidation,1294695,1062818,3 years,MORTGAGE,80000,Source Verified,23.47,0,19-Oct,22955.76,0
1042037,10400,10400, 36 months,12.69,348.87,B,B5,18-Dec,Fully Paid,credit_card,1272109,1042037,4 years,RENT,44000,Source Verified,19.91,0,21-Dec,12551.78312,0
1063518,4500,4500, 60 months,17.58,113.25,D,D4,18-Dec,Fully Paid,debt_consolidation,1296086,1063518,7 years,MORTGAGE,51600,Source Verified,22.63,0,21-Oct,6287.698131,0
1063515,11500,11500, 36 months,12.42,384.28,B,B4,18-Dec,Fully Paid,credit_card,1296083,1063515,< 1 year,RENT,38500,Source Verified,13.06,0,21-Dec,13850.70613,0
1063524,10000,9975, 36 months,6.62,307.04,A,A2,18-Dec,Fully Paid,home_improvement,943135,1063524,4 years,RENT,75000,Verified,24.85,0,20-May,10742.42,0
1063519,18225,13425, 60 months,13.49,309.42,C,C1,18-Dec,Fully Paid,debt_consolidation,1296087,1063519,10+ years,MORTGAGE,37320,Verified,20.8,0,19-Oct,14876.65,0
1063521,3600,3600, 36 months,8.9,114.32,A,A5,18-Dec,Fully Paid,debt_consolidation,1288586,1063521,10+ years,RENT,55000,Not Verified,5.48,0,20-Jun,3976.57,0
984879,18500,13250, 60 months,11.71,292.81,B,B3,18-Dec,Fully Paid,major_purchase,1208718,984879,2 years,RENT,100000,Verified,0.72,0,21-Jun,16359.11992,0
1063509,16800,16775, 60 months,18.25,428.9,D,D5,18-Dec,Fully Paid,credit_card,1296075,1063509,10+ years,MORTGAGE,70000,Verified,21.5,0,21-Jun,22756.20267,0
1063693,10000,10000, 36 months,17.27,357.88,D,D3,18-Dec,Charged Off,debt_consolidation,1296259,1063693,8 years,RENT,68000,Not Verified,17.15,0,20-Dec,8589.12,0
1063700,15000,15000, 36 months,18.25,544.17,D,D5,18-Dec,Fully Paid,debt_consolidation,1296266,1063700,10+ years,MORTGAGE,66000,Not Verified,8.49,2,20-Feb,17725.93,0
1056934,8000,8000, 36 months,11.71,264.61,B,B3,18-Dec,Fully Paid,major_purchase,1288490,1056934,8 years,RENT,85000,Source Verified,10.22,0,19-May,8371.65,0
1063246,25000,17925, 60 months,16.77,443.89,D,D2,18-Dec,Fully Paid,debt_consolidation,1295751,1063246,1 year,RENT,83004,Verified,13.66,0,19-Jul,19643.66,0
1057424,16000,16000, 36 months,7.9,500.65,A,A4,18-Dec,Charged Off,debt_consolidation,1288982,1057424,1 year,RENT,51000,Source Verified,24.66,0,20-Oct,11928.62,0
1063680,8000,8000, 36 months,10.65,260.59,B,B2,18-Dec,Fully Paid,debt_consolidation,1296245,1063680,2 years,RENT,55000,Source Verified,11.56,0,20-Apr,8923.71,0
1063679,7200,7200, 36 months,7.51,224,A,A3,18-Dec,Fully Paid,debt_consolidation,1296244,1063679,10+ years,MORTGAGE,47000,Source Verified,19.74,0,21-Dec,8061.52571,0
1063034,12000,12000, 36 months,7.51,373.33,A,A3,18-Dec,Fully Paid,debt_consolidation,1295527,1063034,4 years,RENT,86000,Source Verified,13.3,0,20-Oct,13098.35,0
1063448,2200,2200, 36 months,15.27,76.56,C,C4,18-Dec,Charged Off,debt_consolidation,1296012,1063448,10+ years,OWN,48000,Not Verified,5.47,0,19-Jul,2294,0
1063431,20000,19975, 60 months,12.69,451.9,B,B5,18-Dec,Current,other,1295991,1063431,10+ years,RENT,49000,Verified,17.78,0,15-Dec,21677.94,5075.36
1060804,28000,28000, 60 months,12.42,628.81,B,B4,18-Dec,Fully Paid,debt_consolidation,1292769,1060804,4 years,MORTGAGE,85000,Source Verified,15.87,0,20-Mar,31960.6,0
1027771,6000,6000, 36 months,7.51,186.67,A,A3,18-Dec,Fully Paid,debt_consolidation,1257143,1027771,2 years,MORTGAGE,50000,Verified,23.86,0,21-Dec,6717.525779,0
1063653,25000,24975, 60 months,19.42,654.31,E,E3,18-Dec,Current,credit_card,1296216,1063653,10+ years,RENT,105000,Verified,21.13,0,15-Dec,31388.68,7092.69
1063421,8000,8000, 60 months,8.9,165.68,A,A5,18-Dec,Charged Off,debt_consolidation,1295979,1063421,1 year,RENT,51204,Not Verified,25.12,0,21-May,4639.04,0
1062855,14400,14400, 36 months,15.27,501.09,C,C4,18-Dec,Fully Paid,debt_consolidation,1295334,1062855,2 years,RENT,42996,Not Verified,0.98,0,19-Feb,14762.51,0
1062490,20000,13675, 60 months,19.03,355.62,E,E2,18-Dec,Fully Paid,credit_card,1294556,1062490,5 years,RENT,60000,Verified,18.06,0,21-Nov,19721.82536,0
1063626,25000,19925, 60 months,14.27,467,C,C2,18-Dec,Current,debt_consolidation,1296185,1063626,10+ years,MORTGAGE,85000,Verified,13.41,0,15-Dec,22386.62,5210.57
1063407,14050,14050, 36 months,8.9,446.14,A,A5,18-Dec,Fully Paid,major_purchase,1295960,1063407,3 years,MORTGAGE,120000,Verified,2.21,0,20-Dec,15808.02,0
1063609,6000,6000, 36 months,13.49,203.59,C,C1,18-Dec,Fully Paid,major_purchase,1296167,1063609,10+ years,OWN,62691,Not Verified,3.16,0,15-Jan,7325.89258,0
1063602,16100,16075, 60 months,11.71,355.79,B,B3,18-Dec,Current,debt_consolidation,1296158,1063602,< 1 year,MORTGAGE,36000,Verified,27.8,0,15-Dec,17071.16,4014.17
1063393,35000,23225, 60 months,20.3,619.88,E,E5,18-Dec,Charged Off,debt_consolidation,1295948,1063393,3 years,OWN,85000,Verified,16.39,0,19-May,3093.5,0
1063388,10525,10525, 36 months,7.9,329.33,A,A4,18-Dec,Fully Paid,debt_consolidation,1295942,1063388,4 years,RENT,49668,Source Verified,7.27,0,21-Jan,11649.33,0
1063582,7200,7200, 36 months,15.96,252.99,C,C5,18-Dec,Fully Paid,debt_consolidation,1296138,1063582,2 years,RENT,30000,Source Verified,5.2,0,21-Dec,9103.267064,0
988402,18500,15775, 60 months,10.65,340.24,B,B2,18-Dec,Fully Paid,debt_consolidation,1212630,988402,10+ years,OWN,40000,Verified,26.34,0,21-Apr,18877.39284,0
1063564,12000,12000, 36 months,13.49,407.17,C,C1,18-Dec,Fully Paid,debt_consolidation,1296115,1063564,10+ years,MORTGAGE,40000,Verified,16.2,0,20-Mar,13682.96,0
1063121,12000,12000, 36 months,11.71,396.92,B,B3,18-Dec,Fully Paid,credit_card,1295626,1063121,5 years,MORTGAGE,100000,Not Verified,6.58,0,21-Dec,14284.36001,0
1063275,3000,3000, 36 months,11.71,99.23,B,B3,18-Dec,Fully Paid,other,1295786,1063275,2 years,RENT,56312,Not Verified,16.03,0,21-Dec,3571.612926,0
1057756,9500,9500, 36 months,16.29,335.36,D,D1,18-Dec,Fully Paid,debt_consolidation,1289523,1057756,10+ years,RENT,54011,Source Verified,18.51,0,19-Oct,10658.63,0
1059960,19775,19775, 36 months,12.42,660.79,B,B4,18-Dec,Fully Paid,debt_consolidation,1291803,1059960,2 years,RENT,49110.32,Verified,17.57,0,20-Jun,22690.68,0
1059525,12000,11975, 60 months,14.65,283.28,C,C3,18-Dec,Charged Off,credit_card,1291351,1059525,< 1 year,RENT,75000,Verified,16.13,0,20-Nov,7694.4,0
1062577,28000,26968.31346, 60 months,14.27,655.44,C,C2,18-Dec,Fully Paid,debt_consolidation,1294447,1062577,7 years,MORTGAGE,95000,Verified,9.46,0,21-Jun,35909.92524,0
1053188,30000,30000, 36 months,12.42,1002.46,B,B4,18-Dec,Fully Paid,debt_consolidation,1284748,1053188,2 years,RENT,80000,Verified,22.23,0,21-Dec,36085.49537,0
1063098,16000,16000, 36 months,10.65,521.18,B,B2,18-Dec,Fully Paid,debt_consolidation,1295599,1063098,9 years,MORTGAGE,55000,Verified,13.33,0,21-Dec,18756.9152,0
1063238,14500,14500, 36 months,14.65,500.17,C,C3,18-Dec,Fully Paid,credit_card,1295743,1063238,8 years,RENT,90000,Verified,5.24,0,21-Dec,18004.14652,0
1062043,11700,11675, 60 months,14.65,276.2,C,C3,18-Dec,Fully Paid,credit_card,1293888,1062043,3 years,RENT,68500,Verified,18.17,0,20-Jul,14114.88,0
1063228,4150,4150, 36 months,10.65,135.18,B,B2,18-Dec,Fully Paid,debt_consolidation,1295731,1063228,4 years,RENT,100000,Not Verified,1.99,0,21-May,4832.413691,0
1039993,15000,14975, 60 months,11.71,331.48,B,B3,18-Dec,Current,debt_consolidation,1269948,1039993,10+ years,MORTGAGE,72000,Verified,26.48,0,15-Dec,15888.94,3749.98
1063197,24000,24000, 36 months,16.77,852.93,D,D2,18-Dec,Fully Paid,credit_card,1295491,1063197,6 years,RENT,70000,Verified,12.57,0,21-Dec,30690.74305,0
1063069,21250,21250, 36 months,12.42,710.08,B,B4,18-Dec,Charged Off,other,1295567,1063069,5 years,RENT,37000,Verified,14.27,0,19-Dec,8880.05,0
1063062,10000,10000, 36 months,14.27,343.09,C,C2,18-Dec,Fully Paid,debt_consolidation,1295557,1063062,10+ years,OWN,75000,Source Verified,13.46,0,21-Dec,12347.22348,0
1063199,25000,24975, 60 months,18.25,638.25,D,D5,18-Dec,Fully Paid,debt_consolidation,1295495,1063199,< 1 year,MORTGAGE,75000,Verified,10.58,0,20-Oct,32063.87,0
1063187,4000,4000, 36 months,15.96,140.55,C,C5,18-Dec,Fully Paid,debt_consolidation,1295480,1063187,6 years,RENT,39000,Source Verified,21.91,0,21-Mar,4926.28934,0
1063040,15000,15000, 36 months,11.71,496.14,B,B3,18-Dec,Fully Paid,debt_consolidation,1295533,1063040,< 1 year,RENT,60000,Not Verified,8.86,0,21-Feb,17601.66322,0
1063020,20000,19975, 60 months,13.49,460.1,C,C1,18-Dec,Fully Paid,credit_card,1295111,1063020,3 years,RENT,68000,Verified,9.09,0,15-Nov,27154.14,0
1062929,15000,14975, 60 months,17.58,377.49,D,D4,18-Dec,Fully Paid,home_improvement,1295416,1062929,3 years,MORTGAGE,110000,Verified,12.36,0,20-Feb,17833.36,0
1063003,3600,3600, 36 months,15.96,126.5,C,C5,18-Dec,Fully Paid,moving,1295092,1063003,3 years,RENT,40000,Source Verified,12.78,0,21-Dec,4552.777742,0
1063001,6000,6000, 60 months,19.03,155.75,E,E2,18-Dec,Fully Paid,debt_consolidation,1295090,1063001,5 years,OWN,31000,Verified,20.13,0,15-Jun,8933.345858,0
1062997,15000,15000, 36 months,15.27,521.97,C,C4,18-Dec,Charged Off,debt_consolidation,1295086,1062997,10+ years,RENT,60000,Verified,10.72,0,19-Nov,6379.19,0
1061315,12000,11975, 60 months,18.25,306.36,D,D5,18-Dec,Fully Paid,credit_card,1293329,1061315,3 years,RENT,43000,Verified,15.24,0,15-Apr,17492.77037,0
1062808,12375,12375, 36 months,7.51,385,A,A3,18-Dec,Fully Paid,debt_consolidation,1294683,1062808,6 years,RENT,42000,Not Verified,28.06,0,19-Dec,13174.14,0
1062918,4000,4000, 36 months,12.69,134.18,B,B5,18-Dec,Charged Off,home_improvement,1295405,1062918,6 years,RENT,30000,Not Verified,17.6,0,20-Mar,2152.95,0
1062983,13000,13000, 36 months,10.65,423.46,B,B2,18-Dec,Fully Paid,debt_consolidation,1295070,1062983,10+ years,MORTGAGE,50000,Not Verified,20.11,0,21-Dec,15240.3572,0
1061530,5000,5000, 36 months,6.62,153.52,A,A2,18-Dec,Fully Paid,home_improvement,1293535,1061530,1 year,MORTGAGE,39396,Source Verified,8.16,0,21-Apr,5495.24419,0
1035958,5000,5000, 36 months,15.96,175.69,C,C5,18-Dec,Fully Paid,credit_card,1265811,1035958,7 years,OWN,98000,Source Verified,19.63,0,20-Aug,6014.59,0
1062894,26000,25975, 36 months,11.71,859.98,B,B3,18-Dec,Fully Paid,credit_card,1295377,1062894,10+ years,RENT,62500,Verified,16.55,0,21-Dec,30955.56242,0
1062895,15000,15000, 60 months,18.64,386.15,E,E1,18-Dec,Fully Paid,credit_card,1295378,1062895,8 years,MORTGAGE,95000,Verified,17.97,0,15-Sep,22595.34273,0
1062976,4000,4000, 60 months,19.91,105.78,E,E4,18-Dec,Charged Off,house,1295062,1062976,10+ years,RENT,45000,Source Verified,15.2,0,20-Apr,1775.8,0
1061972,8000,8000, 36 months,7.9,250.33,A,A4,18-Dec,Fully Paid,debt_consolidation,1293809,1061972,10+ years,RENT,32400,Not Verified,7.56,0,21-Jun,8976.638447,0
1062897,1700,1700, 36 months,7.9,53.2,A,A4,18-Dec,Charged Off,home_improvement,1295380,1062897,,MORTGAGE,37800,Not Verified,27,0,20-Sep,1218.5,0
1062857,16000,16000, 36 months,9.91,515.6,B,B1,18-Dec,Fully Paid,debt_consolidation,1295337,1062857,10+ years,RENT,50000,Not Verified,15.1,0,21-Dec,18558.67174,0
1059828,20000,20000, 60 months,9.91,424.06,B,B1,18-Dec,Fully Paid,debt_consolidation,1291460,1059828,10+ years,MORTGAGE,114996,Verified,11.19,0,20-Dec,23340.52,0
1059486,12000,12000, 36 months,14.65,413.94,C,C3,18-Dec,Charged Off,debt_consolidation,1291111,1059486,6 years,RENT,54400,Verified,13.81,0,21-Apr,11043.04,0
1062887,7000,7000, 36 months,11.71,231.54,B,B3,18-Dec,Fully Paid,credit_card,1295369,1062887,7 years,MORTGAGE,72800,Verified,24.64,0,15-Jan,8334.521695,0
1062851,8000,8000, 60 months,20.3,213.29,E,E5,18-Dec,Charged Off,debt_consolidation,1295329,1062851,1 year,RENT,42500,Source Verified,14.23,0,21-Jun,8505.34,0
1062756,13000,13000, 60 months,23.52,370.38,G,G3,18-Dec,Current,debt_consolidation,1271501,1062756,10+ years,RENT,61000,Source Verified,11.65,0,15-Dec,17752.76,3935.92
1062844,13000,13000, 36 months,16.29,458.91,D,D1,18-Dec,Charged Off,debt_consolidation,1295322,1062844,10+ years,RENT,28000,Source Verified,12.9,0,20-Oct,8768.3,0
1062753,20000,19975, 60 months,21.28,544.23,F,F2,18-Dec,Fully Paid,debt_consolidation,1295039,1062753,2 years,OWN,120000,Verified,16.72,0,20-Mar,24940.65,0
1062873,18000,18000, 36 months,13.49,610.75,C,C1,18-Dec,Fully Paid,debt_consolidation,1295353,1062873,8 years,MORTGAGE,96000,Verified,16.4,0,21-Dec,21978.39591,0
1062860,10000,10000, 36 months,16.29,353.01,D,D1,18-Dec,Fully Paid,credit_card,1295340,1062860,3 years,RENT,83200,Source Verified,17.03,0,20-May,11713.05,0
1062738,22250,22200, 60 months,15.27,532.49,C,C4,18-Dec,Fully Paid,debt_consolidation,1295022,1062738,8 years,RENT,45000,Verified,23.07,0,19-Oct,24929.55,0
1062864,24000,23975, 60 months,17.58,603.98,D,D4,18-Dec,Charged Off,debt_consolidation,1295344,1062864,5 years,RENT,68809,Verified,21.29,0,19-Jun,4401.18,0
1062734,11200,11200, 36 months,12.42,374.26,B,B4,18-Dec,Charged Off,car,1295018,1062734,3 years,RENT,75000,Not Verified,22.88,0,19-Oct,4225.13,0
1052370,7000,7000, 36 months,10.65,228.02,B,B2,18-Dec,Fully Paid,other,1283491,1052370,3 years,RENT,52000,Not Verified,18.16,0,21-Dec,8206.961483,0
1058564,8000,8000, 36 months,6.03,243.49,A,A1,18-Dec,Fully Paid,house,1290157,1058564,6 years,RENT,57600,Source Verified,11.52,0,21-Dec,8765.098071,0
1062584,22500,22475, 60 months,16.77,556.41,D,D2,18-Dec,Fully Paid,credit_card,1294454,1062584,4 years,RENT,48500,Verified,10.91,0,21-Dec,31397.80974,0
1062253,12000,12000, 36 months,17.27,429.45,D,D3,18-Dec,Fully Paid,debt_consolidation,1294110,1062253,2 years,RENT,95000,Not Verified,11.1,0,20-Jun,14495.19,0
1062795,22000,22000, 36 months,14.65,758.88,C,C3,18-Dec,Fully Paid,debt_consolidation,1294669,1062795,< 1 year,RENT,58000,Verified,12.1,0,21-Feb,26358.48161,0
1062614,6200,6200, 36 months,10.65,201.96,B,B2,18-Dec,Fully Paid,credit_card,1294487,1062614,10+ years,MORTGAGE,24000,Not Verified,19.95,0,19-Dec,6771.26,0
1061378,15900,15900, 36 months,9.91,512.38,B,B1,18-Dec,Fully Paid,debt_consolidation,1293165,1061378,9 years,MORTGAGE,58000,Not Verified,21.72,0,21-Jan,18174.06,0
1062781,5000,5000, 36 months,8.9,158.77,A,A5,18-Dec,Fully Paid,other,1294654,1062781,,MORTGAGE,70000,Source Verified,16.17,1,21-Feb,5651.83,0
1023158,16000,16000, 36 months,6.62,491.26,A,A2,18-Dec,Fully Paid,other,1252167,1023158,3 years,MORTGAGE,104000,Not Verified,2.78,0,21-Dec,17679.88702,0
1062654,5000,5000, 36 months,11.71,165.38,B,B3,18-Dec,Fully Paid,car,1294929,1062654,4 years,RENT,35000,Not Verified,4.01,0,20-Sep,5727.46,0
1062665,3150,3150, 36 months,15.27,109.62,C,C4,18-Dec,Fully Paid,vacation,1280475,1062665,5 years,RENT,53000,Source Verified,4.37,0,21-Dec,3945.99,0
1062555,12000,12000, 36 months,14.27,411.71,C,C2,18-Dec,Charged Off,credit_card,1294623,1062555,2 years,RENT,28000,Source Verified,8.49,0,19-Dec,5423.3,0
1062606,28000,28000, 36 months,7.9,876.13,A,A4,18-Dec,Charged Off,home_improvement,1294478,1062606,4 years,MORTGAGE,118000,Verified,5.29,0,19-Oct,9959.66,0
1062643,5000,5000, 36 months,12.42,167.08,B,B4,18-Dec,Fully Paid,wedding,1294917,1062643,< 1 year,RENT,40000,Not Verified,22.59,0,21-Dec,6013.348274,0
1062535,3000,3000, 36 months,9.91,96.68,B,B1,18-Dec,Fully Paid,renewable_energy,1294602,1062535,,MORTGAGE,42000,Not Verified,4.29,0,21-Dec,3479.273807,0
1062536,3000,3000, 36 months,7.9,93.88,A,A4,18-Dec,Charged Off,other,1294599,1062536,10+ years,MORTGAGE,65000,Not Verified,4.89,0,21-May,2720.04,0
765927,8400,8400, 36 months,6.62,257.92,A,A2,18-Dec,Fully Paid,debt_consolidation,966880,765927,2 years,RENT,25000,Source Verified,11.86,0,21-Dec,9282.431163,0
1031451,7000,7000, 36 months,10.65,228.02,B,B2,18-Dec,Fully Paid,debt_consolidation,1260896,1031451,10+ years,MORTGAGE,36000,Verified,24,0,21-Feb,8099.279351,0
1062612,18550,11575, 60 months,19.42,303.6,E,E3,18-Dec,Current,debt_consolidation,1294485,1062612,2 years,RENT,45000,Verified,21.68,0,15-Dec,14562.66,3291.8
1062510,2000,2000, 36 months,9.91,64.45,B,B1,18-Dec,Fully Paid,other,1294575,1062510,1 year,MORTGAGE,231252,Source Verified,11.43,0,21-Dec,2319.607053,0
1062508,12000,9600, 60 months,14.65,226.63,C,C3,18-Dec,Current,debt_consolidation,1294574,1062508,3 years,RENT,65000,Not Verified,14.44,0,15-Dec,10876.42,2516.03
1036838,8575,8575, 36 months,17.58,308.21,D,D4,18-Dec,Charged Off,debt_consolidation,1266720,1036838,,MORTGAGE,32000,Verified,22.54,0,20-Feb,4636.75,0
1062478,28000,18600, 60 months,12.42,418.27,B,B4,18-Dec,Charged Off,debt_consolidation,1294543,1062478,8 years,MORTGAGE,84996,Verified,23.41,0,20-Mar,14647.04,0
1055974,10000,10000, 36 months,7.9,312.91,A,A4,18-Dec,Fully Paid,debt_consolidation,1287544,1055974,6 years,RENT,66000,Not Verified,12.42,0,21-Jul,11232.7824,0
1062462,25000,25000, 36 months,19.42,921.72,E,E3,18-Dec,Fully Paid,credit_card,1294525,1062462,2 years,MORTGAGE,92000,Verified,21.68,0,21-May,32200.35003,0
1062458,8000,8000, 36 months,11.71,264.61,B,B3,18-Dec,Fully Paid,credit_card,1294524,1062458,10+ years,RENT,70000,Not Verified,20.21,0,21-Nov,9522.447926,0
1062454,16000,15975, 60 months,18.25,408.48,D,D5,18-Dec,Charged Off,credit_card,1294520,1062454,10+ years,MORTGAGE,49000,Verified,18.39,0,20-Oct,8576.66,0
1060762,25000,24975, 36 months,11.71,826.9,B,B3,18-Dec,Fully Paid,debt_consolidation,1292723,1060762,8 years,MORTGAGE,76896,Verified,13.9,0,21-Jun,29594.09979,0
1062564,2000,2000, 36 months,9.91,64.45,B,B1,18-Dec,Fully Paid,other,1294433,1062564,10+ years,RENT,24000,Not Verified,13.5,0,15-Jan,2319.837717,0
1061570,16800,16800, 36 months,14.65,579.51,C,C3,18-Dec,Fully Paid,credit_card,1293579,1061570,2 years,RENT,60000,Verified,14.52,0,15-Jan,20858.3257,0
1062418,8000,8000, 36 months,8.9,254.03,A,A5,18-Dec,Fully Paid,credit_card,1294281,1062418,3 years,MORTGAGE,120000,Not Verified,10.52,0,19-Jun,8300.5,0
1062413,12000,12000, 60 months,12.69,271.14,B,B5,18-Dec,Fully Paid,debt_consolidation,1294276,1062413,9 years,MORTGAGE,57000,Not Verified,19.71,0,15-Apr,15721.21843,0
1062330,11000,11000, 36 months,7.9,344.2,A,A4,18-Dec,Charged Off,credit_card,1294396,1062330,4 years,MORTGAGE,80000,Not Verified,4.74,0,19-Sep,3094.2,0
1062414,5000,5000, 36 months,16.29,176.51,D,D1,18-Dec,Charged Off,medical,1294277,1062414,6 years,MORTGAGE,85000,Source Verified,22.81,0,20-Nov,4056.05,0
1060966,18000,18000, 36 months,16.29,635.41,D,D1,18-Dec,Fully Paid,debt_consolidation,1292541,1060966,10+ years,OWN,140000,Verified,21.8,0,21-Dec,22871.12809,0
1062401,10000,10000, 36 months,12.69,335.45,B,B5,18-Dec,Charged Off,debt_consolidation,1294263,1062401,6 years,OWN,36000,Verified,15.9,0,21-Apr,9758.77,0
1057454,5000,5000, 36 months,9.91,161.13,B,B1,18-Dec,Fully Paid,credit_card,1289015,1057454,< 1 year,RENT,70000,Source Verified,13.92,0,21-Dec,5799.202075,0
1062179,10000,10000, 36 months,16.29,353.01,D,D1,18-Dec,Fully Paid,credit_card,1294029,1062179,4 years,RENT,51360,Source Verified,16.61,0,21-Dec,12705.78199,0
1062293,25000,25000, 36 months,9.91,805.63,B,B1,18-Dec,Fully Paid,vacation,1294356,1062293,4 years,RENT,163000,Verified,4.4,0,19-Aug,26319.56,0
1062384,2400,2400, 36 months,12.69,80.51,B,B5,18-Dec,Fully Paid,medical,1294244,1062384,4 years,MORTGAGE,59393,Source Verified,13.7,0,21-Feb,2852.34,0
1031348,3000,3000, 36 months,16.29,105.91,D,D1,18-Dec,Charged Off,other,1260966,1031348,4 years,MORTGAGE,65000,Not Verified,15.16,0,21-Jan,2704.36,0
1062268,7700,7700, 36 months,16.77,273.65,D,D2,18-Dec,Charged Off,other,1294324,1062268,3 years,RENT,29772.96,Source Verified,18.58,0,20-Jun,4911.95,0
1062161,2400,2400, 36 months,13.49,81.44,C,C1,18-Dec,Fully Paid,other,1294219,1062161,< 1 year,OWN,12996,Source Verified,4.71,0,21-Dec,2929.343817,0
1062369,18500,11900, 60 months,19.03,309.54,E,E2,18-Dec,Current,debt_consolidation,1294226,1062369,10+ years,MORTGAGE,68000,Verified,20.89,0,16-Jan,14823.37,3373.07
1061409,5000,5000, 36 months,10.65,162.87,B,B2,18-Dec,Fully Paid,credit_card,1293201,1061409,1 year,OWN,44475,Not Verified,17.11,0,20-Feb,5481.42,0
1061705,14000,14000, 36 months,17.58,503.19,D,D4,18-Dec,Fully Paid,debt_consolidation,1293730,1061705,10+ years,MORTGAGE,88000,Verified,7.73,3,20-Jan,16302.86,0
1062146,24500,24475, 60 months,20.89,661.3,F,F1,18-Dec,Charged Off,credit_card,1294204,1062146,4 years,RENT,85000,Verified,9.09,0,19-Apr,3994.86,0
1058699,2400,2400, 36 months,10.65,78.18,B,B2,18-Dec,Fully Paid,major_purchase,1290298,1058699,3 years,MORTGAGE,36000,Not Verified,15.7,0,21-Dec,2813.768513,0
1062150,1800,1800, 36 months,12.42,60.15,B,B4,18-Dec,Fully Paid,other,1294209,1062150,7 years,RENT,117000,Not Verified,15.86,0,19-Dec,1993.78,0
1062257,22200,22200, 36 months,19.42,818.49,E,E3,18-Dec,Charged Off,debt_consolidation,1294315,1062257,2 years,RENT,160000,Source Verified,13.33,0,19-Oct,9174.61,0
